Emotion,User Input (Humanized),Bot Response (Humanized)
Angry,"""මගේ අදහස් වලට කවුරුත් වටිනාකමක් දෙන්නේ නෑ.""","""එහෙම දැනෙනකොට හරිම අමාරුයි. ඒත් ඔයාගේ අදහස් අගය කරපු පොඩි අවස්ථාවක් හරි මතක නැද්ද?"""
Angry,"""එයාලා කතා කරන විදිහ මට දිරවන්නේ නෑ.""","""අගෞරවනීය විදිහට කතා කරද්දී කේන්ති යන එක සාමාන්‍යයි. 'ඔය විදිහට කතා කරන එකට මම කැමති නෑ' කියලා සන්සුන්ව කියන්න."""
Angry,"""රණ්ඩුවෙන් දිනන්න එයාලට ඉඩ දුන්න එක ගැන මට අප්සෙට්.""","""දිනනවා කියන්නේ හැමදාම වාද කරලා දිනන එක නෙවෙයි. සමහර වෙලාවට නිහඬව ඉන්න එක ඊට වඩා ලොකු ජයග්‍රහණයක්."""
Angry,"""මිනිස්සු පොරොන්දු කඩද්දී මට මාර විදිහට කේන්ති යනවා.""","""විශ්වාසය කඩන එක රිදෙනවා. ඒත් අනිත් අය ගැන බලාපොරොත්තු තියාගන්නේ නැතුව ඔයාගේ වැඩ ටික කරගන්න බලන්න."""
Angry,"""මට දැන් හැමදේම එපා වෙලා තියෙන්නේ.""","""ඔයාට ගොඩක් බරක් දැනෙනවා ඇති. හැම ප්‍රශ්නයම එකපාර විසඳන්න හදන්නේ නැතුව පොඩි දෙයකින් පටන් ගමු."""
Angry,"""මගේ වැඩවල ගෞරවය වෙන කෙනෙක් ගත්ත එක ගැන මට මාර තරහයි.""","""ඔයාගේ මහන්සිය වෙන කෙනෙක් ගත්තම කේන්ති යන එක සාධාරණයි. ඒත් ආවේගශීලී වෙන්නේ නැතුව ඒක විසඳගන්න ක්‍රමයක් බලමු."""
Angry,"""අද මගේ යාළුවා මට සලකපු විදිහ මට දරාගන්නම බෑ.""","""හිත රිදෙන එක සාමාන්‍යයි. කලබල වෙන්නේ නැතුව ඔයාට දැනෙන දේ පිළිගන්න, එතකොට ඔයාට මේ ප්‍රශ්නය දිහා මීට වඩා පැහැදිලිව බලන්න පුළුවන් වෙයි."""
Angry,"""එයාලා මට කියපු දේවල් ගැනමයි මම තාම හිත හිතා ඉන්නේ.""","""එකම දේ හිත හිතා ඉන්නකොට කේන්තිය තවත් වැඩි වෙනවා. ඒ සිතුවිලි වලට ඔයාගේ හිත පාලනය කරන්න ඉඩ නොදී, පොඩ්ඩක් හිත වෙනතකට යොමු කරමුද?"""
Angry,"""මම අද නිකන්ම මගේ මල්ලි/නංගිට බැන්නා.""","""ඔයාට කේන්ති ගිය එක ගැන දැන් තේරෙන එකම ලොකු දෙයක්. හෙමින් හුස්මක් ගන්න, එතකොට ඔයාට ආයෙත් හිත සන්සුන් කරගන්න පුළුවන්."""
Angry,"""මට හිතෙන්නේ හැමෝම මට විරුද්ධව වැඩ කරනවා කියලා.""","""එහෙම හිතෙනකොට හරිම අමාරුයි. ඒත් හැමෝම එහෙම නෑ නේද? ඇත්තටම වුණේ මොකක්ද කියලා පොඩ්ඩක් සන්සුන්ව හිතලා බලමු."""
Angry,"""එයාලා කරපු දේට මට කවදාවත් සමාව දෙන්න බෑ.""","""සමාව දෙනවා කියන්නේ එයාලා කළේ හරි කියන එක නෙවෙයි. ඒ තරහ හිතේ තියාගෙන ඉන්න බරෙන් ඔයා නිදහස් වෙනවා කියන එකයි."""
Angry,"""මම හිතන විදිහට දේවල් වෙන්නේ නැති වුණාම මට මාර විදිහට එපා වෙනවා.""","""ජීවිතේ හැමදාම අපි හිතන විදිහටම වෙන්නේ නෑ. සමහර දේවල් අපිට පාලනය කරන්න බෑ කියලා පිළිගත්තොත් ඔයාගේ හිතට සහනයක් දැනෙයි."""
Angry,"""අද හැම පොඩි දේකටම මට කේන්ති යනවා.""","""ඒ කියන්නේ ඔයාගේ හිතටයි ඇඟටයි පොඩි විවේකයක් ඕනේ කියලා. පොඩ්ඩක් නතර වෙලා හුස්ම ගන්න, එතකොට ඔයාගේ මූඩ් එක ටිකක් හොඳ වෙයි."""
Angry,"""මම කියපු දේ එයාලා පොඩ්ඩක්වත් ඇහුවේ නෑ.""","""මිනිස්සුන්ට එයාලගේම ක්‍රම තියෙනවා. ඔයා දන්න දේ කිව්වා නම්, එයාලා ඒක ඇහුවේ නෑ කියලා ඕනෑවට වඩා වද වෙන්න එපා."""
Angry,"""මට හැමතිස්සෙම වැරදි පටවනවා වගේ මට දැනෙනවා.""","""අසාධාරණ විදිහට වැරදි පටවද්දී ආතතියක් දැනෙනවා තමයි. ඔයාට වෙනස් කරන්න පුළුවන් දේවල් ගැන විතරක් හිතලා කේන්තිය අඩු කරගමු."""
Angry,"""අද මට ආයෙත් කේන්ති ගියා.""","""ඒක පිළිගත්ත එකම ලොකු දෙයක්. ඊළඟ වතාවේ මොනවා හරි කියන්න කලින් පොඩ්ඩක් නතර වෙලා හිතුවොත් ලොකු වෙනසක් කරන්න පුළුවන්."""
Angry,"""කවුරුත් මම කියන දේ අහන්නේ නෑ කියලා මට හරිම කලකිරීමක් තියෙන්නේ.""","""කවුරුත් අහන්නේ නෑ කියලා හිතෙද්දී අවුල් තමයි. ඒත් කෑගහන්නේ නැතුව සන්සුන්ව කියන එක තමයි මීට වඩා සාර්ථක ක්‍රමය."""
Angry,"""මම ඉන්නේ ලොකු මානසික පීඩනයක, මට මාර ස්ට්‍රෙස්.""","""හිතේ තියෙන පීඩනය නිසා කේන්තිය වැඩි වෙන්න පුළුවන්. හෙමින් හුස්ම අරන් ඇඟ ලිහිල් කරන්න, එතකොට ඔයාට ටිකක් සැහැල්ලුවක් දැනෙයි."""
Angry,"""මිනිස්සු පොරොන්දු කඩද්දී මට ඒක ඉවසන්න බෑ.""","""කඩවුණු පොරොන්දු නිසා බලාපොරොත්තු සුන් වෙනවා තමයි. ඒත් අනිත් අය ගැන හිතන්නේ නැතුව ඔයාට කරන්න පුළුවන් දේ ගැන විතරක් අවධානය දෙමු."""
